epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,1475.67,1.22508,0.73272,1.21837,0.80576,0.5627,0.63193,0.28961,2.0839,1.28639,1.06189,0.0009704,0.0009704,0.0009704
28,1530.08,1.20638,0.72059,1.20795,0.75976,0.62776,0.66892,0.27318,2.09014,1.23846,1.06126,0.0009308,0.0009308,0.0009308
29,1584.28,1.18279,0.70271,1.19428,0.77139,0.60883,0.63309,0.27268,2.09557,1.34635,1.05746,0.0008912,0.0008912,0.0008912
30,1638.51,1.18203,0.69675,1.18718,0.8401,0.61323,0.65868,0.29179,2.07581,1.53987,1.0695,0.0008516,0.0008516,0.0008516
31,1692.88,1.15937,0.68107,1.17253,0.85881,0.6183,0.66633,0.26524,2.09641,1.36038,1.05817,0.000812,0.000812,0.000812
32,1747.08,1.15781,0.66914,1.17225,0.82884,0.62776,0.6685,0.28115,2.09191,1.29764,1.06861,0.0007724,0.0007724,0.0007724
33,1801.34,1.14354,0.64657,1.16466,0.76487,0.6157,0.65466,0.29529,2.05189,1.33547,1.06707,0.0007328,0.0007328,0.0007328
34,1855.59,1.13316,0.63845,1.15852,0.81314,0.59937,0.66558,0.28705,2.05334,1.29112,1.04985,0.0006932,0.0006932,0.0006932
35,1909.91,1.12358,0.62894,1.15488,0.79155,0.64038,0.68905,0.30586,2.01426,1.22157,1.0746,0.0006536,0.0006536,0.0006536
36,1964.25,1.09861,0.60518,1.13806,0.80411,0.63453,0.67907,0.27463,2.08691,1.21329,1.07824,0.000614,0.000614,0.000614
37,2018.64,1.08896,0.60785,1.13263,0.81256,0.62906,0.68901,0.31366,2.00562,1.19644,1.07225,0.0005744,0.0005744,0.0005744
38,2068.57,1.07763,0.57883,1.12047,0.84985,0.60708,0.66396,0.30097,2.04342,1.23707,1.06884,0.0005348,0.0005348,0.0005348
39,2116.87,1.06171,0.57674,1.11207,0.82161,0.64984,0.70134,0.30261,2.02766,1.21481,1.05133,0.0004952,0.0004952,0.0004952
40,2165.43,1.05393,0.56323,1.11007,0.82941,0.64038,0.69947,0.31219,2.00576,1.18873,1.06408,0.0004556,0.0004556,0.0004556
41,2215.69,1.0321,0.54313,1.09171,0.83359,0.66369,0.70606,0.31727,2.00038,1.18119,1.05963,0.000416,0.000416,0.000416
42,2265.45,1.01841,0.52821,1.0803,0.85663,0.65615,0.72121,0.32897,1.98284,1.15509,1.04755,0.0003764,0.0003764,0.0003764
43,2315.74,1.00936,0.52488,1.07813,0.83599,0.68454,0.70799,0.32578,1.99343,1.15044,1.04808,0.0003368,0.0003368,0.0003368
44,2366.03,0.98476,0.51565,1.06211,0.82165,0.65931,0.69987,0.3162,1.98717,1.14763,1.06789,0.0002972,0.0002972,0.0002972
45,2416.84,0.96755,0.49645,1.0634,0.81176,0.65299,0.71058,0.3267,1.95819,1.10892,1.05743,0.0002576,0.0002576,0.0002576
46,2467.07,0.95726,0.48298,1.05249,0.84451,0.65108,0.71868,0.33664,1.95043,1.1172,1.05656,0.000218,0.000218,0.000218
47,2518.01,0.94616,0.47862,1.04865,0.84547,0.63722,0.70503,0.32807,1.96934,1.13065,1.06679,0.0001784,0.0001784,0.0001784
48,2568.6,0.93711,0.47584,1.03912,0.85068,0.65931,0.70971,0.32969,1.97077,1.10832,1.06013,0.0001388,0.0001388,0.0001388
49,2619.33,0.9178,0.46224,1.02468,0.84901,0.67823,0.7202,0.32792,1.97237,1.10958,1.05733,9.92e-05,9.92e-05,9.92e-05
50,2670.07,0.90687,0.45231,1.02429,0.82828,0.66246,0.71043,0.33165,1.95676,1.11599,1.05607,5.96e-05,5.96e-05,5.96e-05
