frame,cam_id,class_id,object_id,u,v,w,h
0,cam_0,0,1,3767.712158203125,477.3439636230469,136.611328125,408.33599853515625
0,cam_0,0,2,2666.8212890625,201.81814575195312,168.388671875,354.3406982421875
0,cam_0,0,3,3301.762939453125,217.80555725097656,107.912109375,328.3638610839844
0,cam_0,0,4,3792.334228515625,186.5426025390625,91.56884765625,279.08172607421875
1,cam_0,0,1,3769.95751953125,474.1330261230469,127.753173828125,405.48419189453125
1,cam_0,0,2,2658.077880859375,200.93836975097656,162.46630859375,362.0188903808594
1,cam_0,0,3,3301.3662109375,216.07827758789062,105.09716796875,313.91351318359375
1,cam_0,0,4,3787.809814453125,185.9033203125,98.00537109375,279.06365966796875
2,cam_0,0,1,3769.39453125,474.5023193359375,122.0634765625,395.9590759277344
2,cam_0,0,2,2651.40576171875,204.0271453857422,163.15185546875,366.7931823730469
2,cam_0,0,3,3299.19921875,221.53469848632812,107.1142578125,314.7115478515625
2,cam_0,0,4,3782.92626953125,189.58106994628906,98.403564453125,282.8720397949219
3,cam_0,0,1,3765.872314453125,470.3484802246094,115.69580078125,407.72027587890625
3,cam_0,0,2,2647.6923828125,206.83335876464844,160.40673828125,369.1340026855469
3,cam_0,0,3,3298.765869140625,227.88482666015625,106.314453125,318.148193359375
3,cam_0,0,4,3776.842041015625,190.40756225585938,93.88525390625,280.4178466796875
4,cam_0,0,1,3760.97216796875,471.08294677734375,114.589599609375,408.7311706542969
4,cam_0,0,2,2643.71142578125,209.60183715820312,153.19775390625,360.033447265625
4,cam_0,0,3,3298.874755859375,229.626708984375,104.2705078125,313.16717529296875
4,cam_0,0,4,3771.828369140625,190.71954345703125,93.23828125,277.13800048828125
5,cam_0,0,1,3754.234130859375,474.30926513671875,122.07080078125,406.1271057128906
5,cam_0,0,2,2646.2236328125,214.0135040283203,132.209716796875,358.1286926269531
5,cam_0,0,3,3296.5634765625,231.63597106933594,102.8349609375,310.4649963378906
5,cam_0,0,4,3766.95263671875,191.3057098388672,93.362548828125,278.9121398925781
6,cam_0,0,1,3747.3818359375,479.3872985839844,123.170654296875,403.09283447265625
6,cam_0,0,2,2638.048828125,215.63308715820312,137.006103515625,352.49139404296875
6,cam_0,0,3,3293.81201171875,233.1279754638672,103.616455078125,308.5117492675781
6,cam_0,0,4,3762.52685546875,192.90968322753906,95.762451171875,284.9630432128906
7,cam_0,0,1,3742.9541015625,481.9649658203125,126.612060546875,409.2669982910156
7,cam_0,0,2,2625.3623046875,218.82699584960938,148.9619140625,348.23583984375
7,cam_0,0,3,3292.693359375,234.21365356445312,102.182373046875,311.7423095703125
7,cam_0,0,4,3758.79736328125,193.51760864257812,98.307373046875,288.98480224609375
8,cam_0,0,1,3736.73291015625,484.81903076171875,132.512451171875,413.1431884765625
8,cam_0,0,2,2620.010498046875,219.7427215576172,145.55126953125,350.7456970214844
8,cam_0,0,3,3291.4814453125,236.77801513671875,104.675537109375,318.455810546875
8,cam_0,0,4,3749.73486328125,189.95765686035156,95.622802734375,284.9906311035156
9,cam_0,0,1,3731.5205078125,488.17706298828125,140.587158203125,411.8358154296875
9,cam_0,0,2,2611.13134765625,219.43368530273438,147.086181640625,352.62725830078125
9,cam_0,0,3,3292.1083984375,238.1510009765625,99.471435546875,327.88946533203125
9,cam_0,0,4,3742.6337890625,192.9561767578125,93.205810546875,295.79058837890625
10,cam_0,0,1,3728.292236328125,492.5907287597656,144.28076171875,410.24822998046875
10,cam_0,0,2,2600.5107421875,219.94520568847656,149.618896484375,350.7855529785156
10,cam_0,0,3,3289.94140625,239.64515686035156,103.753662109375,335.6990661621094
10,cam_0,0,4,3735.56689453125,193.32247924804688,86.72900390625,292.324951171875
11,cam_0,0,1,3726.1416015625,493.38177490234375,150.831298828125,412.7313537597656
11,cam_0,0,2,2590.82373046875,220.49330139160156,143.75927734375,350.9333190917969
11,cam_0,0,3,3288.760498046875,241.1455078125,104.31982421875,340.15576171875
11,cam_0,0,4,3725.185546875,192.6580352783203,81.712646484375,297.8519592285156
12,cam_0,0,1,3723.342041015625,498.31744384765625,154.966796875,414.04443359375
12,cam_0,0,2,2582.666015625,218.90721130371094,133.142822265625,356.3921813964844
12,cam_0,0,3,3286.80419921875,244.9710693359375,105.3154296875,346.28076171875
12,cam_0,0,4,3716.172607421875,192.76824951171875,77.6923828125,297.61590576171875
13,cam_0,0,1,3717.57421875,501.38861083984375,151.630859375,414.6353759765625
13,cam_0,0,2,2577.21044921875,219.12828063964844,125.267578125,355.7542419433594
13,cam_0,0,3,3286.331787109375,246.9613037109375,105.8193359375,343.84234619140625
13,cam_0,0,4,3709.488037109375,191.68641662597656,83.703125,298.2093200683594
13,cam_0,0,7,3814.1630859375,206.35665893554688,48.036865234375,265.3729248046875
14,cam_0,0,1,3715.64208984375,501.5247497558594,152.212158203125,415.02740478515625
14,cam_0,0,2,2566.287841796875,220.98306274414062,114.52490234375,358.30352783203125
14,cam_0,0,3,3285.6044921875,250.72952270507812,113.671630859375,332.14923095703125
14,cam_0,0,4,3699.655517578125,193.67840576171875,86.24365234375,304.583740234375
14,cam_0,0,7,3813.5361328125,205.92141723632812,48.502685546875,279.24151611328125
15,cam_0,0,1,3711.740234375,498.126953125,148.298095703125,422.4153747558594
15,cam_0,0,2,2557.97119140625,219.3056182861328,113.842041015625,358.6686706542969
15,cam_0,0,3,3285.02197265625,254.66799926757812,123.9404296875,328.68682861328125
15,cam_0,0,4,3691.796630859375,196.25955200195312,94.185546875,309.3857421875
15,cam_0,0,7,3809.62890625,186.50550842285156,57.340087890625,264.0884704589844
16,cam_0,0,1,3706.5,496.11346435546875,135.42626953125,426.7327575683594
16,cam_0,0,2,2544.138671875,220.99053955078125,124.798095703125,357.25634765625
16,cam_0,0,3,3282.131591796875,258.3465881347656,120.0244140625,331.5731201171875
16,cam_0,0,4,3681.1591796875,198.31475830078125,100.998779296875,305.1910400390625
16,cam_0,0,7,3805.401611328125,196.9713592529297,65.81640625,297.0498352050781
17,cam_0,0,1,3700.802001953125,495.1588134765625,127.166015625,424.962890625
17,cam_0,0,2,2525.896728515625,223.1475830078125,143.47216796875,360.07537841796875
17,cam_0,0,3,3280.91552734375,260.39288330078125,113.058837890625,331.57867431640625
17,cam_0,0,4,3671.568115234375,197.88137817382812,114.259765625,297.0159912109375
17,cam_0,0,7,3803.09228515625,200.44528198242188,70.480224609375,306.5294189453125
18,cam_0,0,1,3697.18994140625,497.4423828125,121.221435546875,431.4591369628906
18,cam_0,0,2,2508.52294921875,223.398681640625,167.869140625,359.7911376953125
18,cam_0,0,3,3278.48095703125,260.88836669921875,110.552001953125,334.3279724121094
18,cam_0,0,4,3659.50146484375,191.37721252441406,113.442138671875,271.1122741699219
18,cam_0,0,7,3800.02099609375,205.37734985351562,77.451416015625,312.3912353515625
19,cam_0,0,1,3690.6025390625,503.6568603515625,119.91845703125,434.8810119628906
19,cam_0,0,2,2496.55615234375,226.0855255126953,186.52490234375,359.8883972167969
19,cam_0,0,3,3275.56298828125,263.33856201171875,118.00927734375,339.31488037109375
19,cam_0,0,4,3646.82958984375,194.64849853515625,110.62841796875,273.389892578125
19,cam_0,0,7,3797.24658203125,215.59474182128906,82.383544921875,321.3257751464844
20,cam_0,0,1,3686.98193359375,508.60455322265625,118.059326171875,439.5547180175781
20,cam_0,0,2,2493.31103515625,228.3190155029297,192.837158203125,359.0226745605469
20,cam_0,0,3,3275.107421875,265.1482849121094,123.053955078125,341.0409851074219
20,cam_0,0,4,3634.03173828125,207.189697265625,114.41552734375,302.57073974609375
20,cam_0,0,7,3795.091064453125,220.36474609375,85.8095703125,330.331787109375
21,cam_0,0,1,3684.725341796875,511.97454833984375,120.4794921875,435.6197204589844
21,cam_0,0,2,2490.3232421875,229.51234436035156,197.378173828125,362.6846618652344
21,cam_0,0,3,3272.4716796875,270.2971496582031,122.75048828125,348.2931823730469
21,cam_0,0,4,3620.708984375,212.1157989501953,116.41748046875,318.1232604980469
21,cam_0,0,7,3794.83251953125,228.18148803710938,86.18505859375,321.4837646484375
22,cam_0,0,1,3680.23876953125,513.541748046875,120.832763671875,432.30340576171875
22,cam_0,0,2,2487.7451171875,229.67080688476562,194.378662109375,371.206298828125
