epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,1297.14,0.99314,3.62147,1.07688,0.94587,0.76263,0.81959,0.4866,1.09069,3.80373,1.15167,0.000330233,0.000330233,0.000330233
83,1312.95,0.95881,3.63097,1.05708,0.87581,0.77879,0.80857,0.48486,1.1095,3.74677,1.1565,0.000313729,0.000313729,0.000313729
84,1328.76,0.96421,3.59883,1.03391,0.88168,0.76263,0.82268,0.49559,1.10574,3.68064,1.15377,0.000297226,0.000297226,0.000297226
85,1344.56,0.97106,3.62392,1.07414,0.88745,0.76918,0.8096,0.48426,1.09026,3.6878,1.14187,0.000280723,0.000280723,0.000280723
86,1360.34,0.93315,3.48141,1.0328,0.90846,0.77922,0.8264,0.47522,1.07435,3.69122,1.13179,0.00026422,0.00026422,0.00026422
87,1376.07,0.94073,3.45885,1.044,0.92515,0.77749,0.82917,0.47086,1.07161,3.70486,1.12721,0.000247716,0.000247716,0.000247716
88,1392.03,0.94082,3.41513,1.02789,0.90123,0.76465,0.79773,0.48323,1.07315,3.69562,1.13764,0.000231213,0.000231213,0.000231213
89,1407.79,0.95136,3.49797,1.0427,0.88471,0.78904,0.81763,0.47446,1.06089,3.62258,1.13328,0.00021471,0.00021471,0.00021471
90,1423.73,0.94734,3.48096,1.03109,0.84602,0.78081,0.80178,0.47482,1.06983,3.62128,1.14251,0.000198206,0.000198206,0.000198206
91,1440.17,0.92084,3.35777,1.04918,0.838,0.78182,0.79243,0.47166,1.0694,3.66136,1.14356,0.000181703,0.000181703,0.000181703
92,1455.7,0.90476,3.30357,1.0172,0.87961,0.75051,0.79067,0.47599,1.09228,3.73198,1.15259,0.0001652,0.0001652,0.0001652
93,1471.22,0.9021,3.30434,1.03998,0.84407,0.81212,0.79812,0.47209,1.09452,3.71693,1.15271,0.000148696,0.000148696,0.000148696
94,1486.76,0.92136,3.29454,1.03803,0.84269,0.81212,0.80068,0.47706,1.10086,3.76728,1.15508,0.000132193,0.000132193,0.000132193
95,1502.26,0.90492,3.22912,1.02363,0.84929,0.78081,0.80013,0.47331,1.09048,3.75742,1.14338,0.00011569,0.00011569,0.00011569
96,1517.79,0.89177,3.23422,1.03381,0.86487,0.77088,0.79531,0.47283,1.0818,3.72223,1.1378,9.91865e-05,9.91865e-05,9.91865e-05
97,1533.29,0.88803,3.12661,1.0316,0.86971,0.74949,0.78986,0.47127,1.07993,3.7198,1.14037,8.26832e-05,8.26832e-05,8.26832e-05
98,1548.79,0.88129,3.15329,1.03859,0.88933,0.76284,0.78959,0.47006,1.07329,3.65357,1.13974,6.61799e-05,6.61799e-05,6.61799e-05
99,1564.29,0.8858,3.18978,1.02886,0.86897,0.76465,0.79246,0.4712,1.07383,3.66458,1.1396,4.96766e-05,4.96766e-05,4.96766e-05
100,1579.79,0.8826,3.15748,1.02908,0.87191,0.76566,0.79053,0.47006,1.07132,3.66327,1.13789,3.31733e-05,3.31733e-05,3.31733e-05
