frame,cam_id,class_id,object_id,u,v,w,h
3,cam_1,0,68,1072.0,1081.985294117647,284.0,605.5147058823529
3,cam_1,0,69,588.0,1050.2205882352941,278.0,597.5735294117648
3,cam_1,0,70,1796.0,1886.0294117647059,316.0,496.3235294117647
3,cam_1,0,71,2344.0,1348.014705882353,326.0,551.9117647058823
3,cam_1,0,72,1900.0,962.8676470588235,296.0,520.1470588235294
3,cam_1,0,73,1162.0,1435.3676470588236,200.0,696.8382352941177
3,cam_1,0,75,146.0,528.0882352941177,108.0,405.0
3,cam_1,0,76,356.0,742.5,150.0,444.7058823529412
3,cam_1,0,77,1554.0,815.9558823529412,162.0,528.0882352941177
3,cam_1,0,78,1416.0,605.5147058823529,202.0,405.0
4,cam_1,0,68,1060.0,1080.0,264.0,607.5
4,cam_1,0,69,574.0,1028.3823529411766,246.0,573.75
4,cam_1,0,70,1786.0,1884.0441176470588,312.0,498.30882352941177
4,cam_1,0,71,2392.0,1353.9705882352941,376.0,587.6470588235294
4,cam_1,0,72,1832.0,946.9852941176471,278.0,538.0147058823529
4,cam_1,0,73,1174.0,1465.1470588235295,218.0,702.7941176470589
4,cam_1,0,75,148.0,526.1029411764706,100.0,405.0
4,cam_1,0,76,336.0,754.4117647058823,170.0,424.8529411764706
4,cam_1,0,77,1534.0,811.9852941176471,176.0,530.0735294117648
4,cam_1,0,78,1388.0,607.5,204.0,405.0
5,cam_1,0,68,1046.0,1078.014705882353,254.0,611.4705882352941
5,cam_1,0,69,558.0,1008.5294117647059,218.0,549.9264705882354
5,cam_1,0,70,1778.0,1884.0441176470588,310.0,498.30882352941177
5,cam_1,0,71,2450.0,1361.9117647058824,434.0,603.5294117647059
5,cam_1,0,72,1814.0,929.1176470588235,266.0,557.8676470588235
5,cam_1,0,73,1180.0,1477.0588235294117,226.0,698.8235294117648
5,cam_1,0,75,144.0,526.1029411764706,92.0,408.97058823529414
5,cam_1,0,76,330.0,758.3823529411765,162.0,418.89705882352945
5,cam_1,0,77,1530.0,810.0,172.0,532.0588235294118
5,cam_1,0,78,1364.0,605.5147058823529,182.0,405.0
